quarter,year,citation_no,precinct,citations_given,borough
Q4,2025,19-506(b)(1),007,0,Manhattan
Q4,2025,19-506(b)(1),009,0,Manhattan
Q4,2025,19-506(b)(1),010,2,Manhattan
Q4,2025,19-506(b)(1),013,0,Manhattan
Q4,2025,19-506(b)(1),017,9,Manhattan
Q4,2025,19-506(b)(1),019,0,Manhattan
Q4,2025,19-506(b)(1),020,0,Manhattan
Q4,2025,19-506(b)(1),023,0,Manhattan
Q4,2025,19-506(b)(1),024,0,Manhattan
Q4,2025,19-506(b)(1),025,3,Manhattan
Q4,2025,19-506(b)(1),026,5,Manhattan
Q4,2025,19-506(b)(1),028,0,Manhattan
Q4,2025,19-506(b)(1),030,0,Manhattan
Q4,2025,19-506(b)(1),032,1,Manhattan
Q4,2025,19-506(b)(1),033,2,Manhattan
Q4,2025,19-506(b)(1),034,0,Manhattan
Q4,2025,19-506(b)(1),CP,0,Manhattan
Q4,2025,19-506(b)(1),MTS,27,Manhattan
Q4,2025,19-506(b)(1),MTN,40,Manhattan
Q4,2025,19-506(b)(2),001,0,Manhattan
Q4,2025,19-506(b)(2),005,0,Manhattan
Q4,2025,19-506(b)(2),006,0,Manhattan
Q4,2025,19-506(b)(2),007,0,Manhattan
Q4,2025,19-506(b)(2),009,0,Manhattan
Q4,2025,19-506(b)(2),010,0,Manhattan
Q4,2025,19-506(b)(2),013,0,Manhattan
Q4,2025,19-506(b)(2),017,0,Manhattan
Q4,2025,19-506(b)(2),019,0,Manhattan
Q4,2025,19-506(b)(2),020,0,Manhattan
Q4,2025,19-506(b)(2),023,0,Manhattan
Q4,2025,19-506(b)(2),024,0,Manhattan
Q4,2025,19-506(b)(2),025,0,Manhattan
Q4,2025,19-506(b)(2),026,0,Manhattan
Q4,2025,19-506(b)(2),028,0,Manhattan
Q4,2025,19-506(b)(2),030,0,Manhattan
Q4,2025,19-506(b)(2),032,0,Manhattan
Q4,2025,19-506(b)(2),033,0,Manhattan
Q4,2025,19-506(b)(2),034,0,Manhattan
Q4,2025,19-506(b)(2),CP,0,Manhattan
Q4,2025,19-506(b)(2),MTS,0,Manhattan
Q4,2025,19-506(b)(2),MTN,0,Manhattan
Q4,2025,19-506(c)(1),001,0,Manhattan
Q4,2025,19-506(c)(1),005,0,Manhattan
Q4,2025,19-506(c)(1),006,0,Manhattan
Q4,2025,19-506(c)(1),007,0,Manhattan
Q4,2025,19-506(c)(1),009,0,Manhattan
Q4,2025,19-506(c)(1),010,0,Manhattan
Q4,2025,19-506(c)(1),013,0,Manhattan
Q4,2025,19-506(c)(1),017,0,Manhattan
Q4,2025,19-506(c)(1),019,0,Manhattan
Q4,2025,19-506(c)(1),020,0,Manhattan
Q4,2025,19-506(c)(1),023,0,Manhattan
Q4,2025,19-506(c)(1),024,0,Manhattan
Q4,2025,19-506(c)(1),025,0,Manhattan
Q4,2025,19-506(c)(1),026,0,Manhattan
Q4,2025,19-506(c)(1),028,0,Manhattan
Q4,2025,19-506(c)(1),030,0,Manhattan
Q4,2025,19-506(c)(1),032,0,Manhattan
Q4,2025,19-506(c)(1),033,0,Manhattan
Q4,2025,19-506(c)(1),034,0,Manhattan
Q4,2025,19-506(c)(1),CP,0,Manhattan
Q4,2025,19-506(c)(1),MTS,0,Manhattan
Q4,2025,19-506(c)(1),MTN,0,Manhattan
Q4,2025,19-506(d),001,0,Manhattan
Q4,2025,19-506(d),005,0,Manhattan
Q4,2025,19-506(d),006,0,Manhattan
Q4,2025,19-506(d),007,0,Manhattan
Q4,2025,19-506(d),009,0,Manhattan
Q4,2025,19-506(d),010,0,Manhattan
Q4,2025,19-506(d),013,0,Manhattan
Q4,2025,19-506(d),017,5,Manhattan
Q4,2025,19-506(d),019,1,Manhattan
Q4,2025,19-506(d),020,0,Manhattan
Q4,2025,19-506(d),023,0,Manhattan
Q4,2025,19-506(d),024,0,Manhattan
Q4,2025,19-506(d),025,1,Manhattan
Q4,2025,19-506(d),026,0,Manhattan
Q4,2025,19-506(d),028,0,Manhattan
Q4,2025,19-506(d),030,0,Manhattan
Q4,2025,19-506(d),032,0,Manhattan
Q4,2025,19-506(d),033,1,Manhattan
Q4,2025,19-506(d),034,0,Manhattan
Q4,2025,19-506(d),CP,0,Manhattan
Q4,2025,19-506(d),MTS,1,Manhattan
Q4,2025,19-506(d),MTN,1,Manhattan
Q4,2025,19-506(b)(1),60,19,Brooklyn
Q4,2025,19-506(b)(1),61,0,Brooklyn
Q4,2025,19-506(b)(1),62,0,Brooklyn
Q4,2025,19-506(b)(1),63,18,Brooklyn
Q4,2025,19-506(b)(1),66,0,Brooklyn
Q4,2025,19-506(b)(1),67,0,Brooklyn
Q4,2025,19-506(b)(1),68,3,Brooklyn
Q4,2025,19-506(b)(1),69,0,Brooklyn
Q4,2025,19-506(b)(1),70,13,Brooklyn
Q4,2025,19-506(b)(1),71,0,Brooklyn
Q4,2025,19-506(b)(1),72,9,Brooklyn
Q4,2025,19-506(b)(1),73,0,Brooklyn
Q4,2025,19-506(b)(1),75,6,Brooklyn
Q4,2025,19-506(b)(1),76,106,Brooklyn
Q4,2025,19-506(b)(1),77,2,Brooklyn
Q4,2025,19-506(b)(1),78,0,Brooklyn
Q4,2025,19-506(b)(1),79,0,Brooklyn
Q4,2025,19-506(b)(1),81,0,Brooklyn
Q4,2025,19-506(b)(1),83,4,Brooklyn
Q4,2025,19-506(b)(1),84,0,Brooklyn
Q4,2025,19-506(b)(1),88,0,Brooklyn
Q4,2025,19-506(b)(1),90,0,Brooklyn
Q4,2025,19-506(b)(1),94,1,Brooklyn
Q4,2025,19-506(b)(2),60,1,Brooklyn
Q4,2025,19-506(b)(2),61,0,Brooklyn
Q4,2025,19-506(b)(2),62,0,Brooklyn
Q4,2025,19-506(b)(2),63,0,Brooklyn
Q4,2025,19-506(b)(2),66,0,Brooklyn
Q4,2025,19-506(b)(2),67,0,Brooklyn
Q4,2025,19-506(b)(2),68,0,Brooklyn
Q4,2025,19-506(b)(2),69,0,Brooklyn
Q4,2025,19-506(b)(2),70,0,Brooklyn
Q4,2025,19-506(b)(2),71,0,Brooklyn
Q4,2025,19-506(b)(2),72,0,Brooklyn
Q4,2025,19-506(b)(2),73,0,Brooklyn
Q4,2025,19-506(b)(2),75,0,Brooklyn
Q4,2025,19-506(b)(2),76,0,Brooklyn
Q4,2025,19-506(b)(2),77,0,Brooklyn
Q4,2025,19-506(b)(2),78,0,Brooklyn
Q4,2025,19-506(b)(2),79,0,Brooklyn
Q4,2025,19-506(b)(2),81,0,Brooklyn
Q4,2025,19-506(b)(2),83,0,Brooklyn
Q4,2025,19-506(b)(2),84,0,Brooklyn
Q4,2025,19-506(b)(2),88,0,Brooklyn
Q4,2025,19-506(b)(2),90,0,Brooklyn
Q4,2025,19-506(b)(2),94,0,Brooklyn
Q4,2025,19-506(c)(1),60,0,Brooklyn
Q4,2025,19-506(c)(1),61,0,Brooklyn
Q4,2025,19-506(c)(1),62,0,Brooklyn
Q4,2025,19-506(c)(1),63,0,Brooklyn
Q4,2025,19-506(c)(1),66,0,Brooklyn
Q4,2025,19-506(c)(1),67,0,Brooklyn
Q4,2025,19-506(c)(1),68,0,Brooklyn
Q4,2025,19-506(c)(1),69,0,Brooklyn
Q4,2025,19-506(c)(1),70,0,Brooklyn
Q4,2025,19-506(c)(1),71,0,Brooklyn
Q4,2025,19-506(c)(1),72,0,Brooklyn
Q4,2025,19-506(c)(1),73,0,Brooklyn
Q4,2025,19-506(c)(1),75,0,Brooklyn
Q4,2025,19-506(c)(1),76,0,Brooklyn
Q4,2025,19-506(c)(1),77,0,Brooklyn
Q4,2025,19-506(c)(1),78,0,Brooklyn
Q4,2025,19-506(c)(1),79,0,Brooklyn
Q4,2025,19-506(c)(1),81,0,Brooklyn
Q4,2025,19-506(c)(1),83,0,Brooklyn
Q4,2025,19-506(c)(1),84,0,Brooklyn
Q4,2025,19-506(c)(1),88,0,Brooklyn
Q4,2025,19-506(c)(1),90,0,Brooklyn
Q4,2025,19-506(c)(1),94,0,Brooklyn
Q4,2025,19-506(d),60,0,Brooklyn
Q4,2025,19-506(d),61,0,Brooklyn
Q4,2025,19-506(d),62,0,Brooklyn
Q4,2025,19-506(d),63,0,Brooklyn
Q4,2025,19-506(d),66,0,Brooklyn
Q4,2025,19-506(d),67,0,Brooklyn
Q4,2025,19-506(d),68,0,Brooklyn
Q4,2025,19-506(d),69,0,Brooklyn
Q4,2025,19-506(d),70,0,Brooklyn
Q4,2025,19-506(d),71,0,Brooklyn
Q4,2025,19-506(d),72,1,Brooklyn
Q4,2025,19-506(d),73,0,Brooklyn
Q4,2025,19-506(d),75,0,Brooklyn
Q4,2025,19-506(d),76,1,Brooklyn
Q4,2025,19-506(d),77,0,Brooklyn
Q4,2025,19-506(d),78,0,Brooklyn
Q4,2025,19-506(d),79,0,Brooklyn
Q4,2025,19-506(d),81,0,Brooklyn
Q4,2025,19-506(d),83,0,Brooklyn
Q4,2025,19-506(d),84,0,Brooklyn
Q4,2025,19-506(d),88,0,Brooklyn
Q4,2025,19-506(d),90,0,Brooklyn
Q4,2025,19-506(d),94,0,Brooklyn
Q1,2025,19-506(b)(1),60,20,Brooklyn
Q1,2025,19-506(b)(1),61,0,Brooklyn
Q1,2025,19-506(b)(1),62,0,Brooklyn
Q1,2025,19-506(b)(1),63,0,Brooklyn
Q1,2025,19-506(b)(1),66,0,Brooklyn
Q1,2025,19-506(b)(1),67,3,Brooklyn
Q1,2025,19-506(b)(1),68,0,Brooklyn
Q1,2025,19-506(b)(1),69,0,Brooklyn
Q1,2025,19-506(b)(1),70,0,Brooklyn
Q1,2025,19-506(b)(1),71,0,Brooklyn
Q1,2025,19-506(b)(1),72,5,Brooklyn
Q1,2025,19-506(b)(1),73,0,Brooklyn
Q1,2025,19-506(b)(1),75,3,Brooklyn
Q1,2025,19-506(b)(1),76,62,Brooklyn
Q1,2025,19-506(b)(1),77,0,Brooklyn
Q1,2025,19-506(b)(1),78,0,Brooklyn
Q1,2025,19-506(b)(1),79,0,Brooklyn
Q1,2025,19-506(b)(1),81,0,Brooklyn
Q1,2025,19-506(b)(1),83,7,Brooklyn
Q1,2025,19-506(b)(1),84,0,Brooklyn
Q1,2025,19-506(b)(1),88,0,Brooklyn
Q1,2025,19-506(b)(1),90,0,Brooklyn
Q1,2025,19-506(b)(1),94,0,Brooklyn
Q1,2025,19-506(b)(2),60,0,Brooklyn
Q1,2025,19-506(b)(2),61,0,Brooklyn
Q1,2025,19-506(b)(2),62,0,Brooklyn
Q1,2025,19-506(b)(2),63,0,Brooklyn
Q1,2025,19-506(b)(2),66,0,Brooklyn
Q1,2025,19-506(b)(2),67,0,Brooklyn
Q1,2025,19-506(b)(2),68,0,Brooklyn
Q1,2025,19-506(b)(2),69,0,Brooklyn
Q1,2025,19-506(b)(2),70,0,Brooklyn
Q1,2025,19-506(b)(2),71,0,Brooklyn
Q1,2025,19-506(b)(2),72,0,Brooklyn
Q1,2025,19-506(b)(2),73,0,Brooklyn
Q1,2025,19-506(b)(2),75,0,Brooklyn
Q1,2025,19-506(b)(2),76,0,Brooklyn
Q1,2025,19-506(b)(2),77,0,Brooklyn
Q1,2025,19-506(b)(2),78,0,Brooklyn
Q1,2025,19-506(b)(2),79,0,Brooklyn
Q1,2025,19-506(b)(2),81,0,Brooklyn
Q1,2025,19-506(b)(2),83,0,Brooklyn
Q1,2025,19-506(b)(2),84,0,Brooklyn
Q1,2025,19-506(b)(2),88,0,Brooklyn
Q1,2025,19-506(b)(2),90,0,Brooklyn
Q1,2025,19-506(b)(2),94,0,Brooklyn
Q1,2025,19-506(c)(1),60,0,Brooklyn
Q1,2025,19-506(c)(1),61,0,Brooklyn
Q1,2025,19-506(c)(1),62,0,Brooklyn
Q1,2025,19-506(c)(1),63,0,Brooklyn
Q1,2025,19-506(c)(1),66,0,Brooklyn
Q1,2025,19-506(c)(1),67,0,Brooklyn
Q1,2025,19-506(c)(1),68,0,Brooklyn
Q1,2025,19-506(c)(1),69,0,Brooklyn
Q1,2025,19-506(c)(1),70,0,Brooklyn
Q1,2025,19-506(c)(1),71,0,Brooklyn
Q1,2025,19-506(c)(1),72,0,Brooklyn
Q1,2025,19-506(c)(1),73,0,Brooklyn
Q1,2025,19-506(c)(1),75,0,Brooklyn
Q1,2025,19-506(c)(1),76,1,Brooklyn
Q1,2025,19-506(c)(1),77,0,Brooklyn
Q1,2025,19-506(c)(1),78,0,Brooklyn
Q1,2025,19-506(c)(1),79,0,Brooklyn
Q1,2025,19-506(c)(1),81,0,Brooklyn
Q1,2025,19-506(c)(1),83,0,Brooklyn
Q1,2025,19-506(c)(1),84,0,Brooklyn
Q1,2025,19-506(c)(1),88,0,Brooklyn
Q1,2025,19-506(c)(1),90,0,Brooklyn
Q1,2025,19-506(c)(1),94,0,Brooklyn
Q1,2025,19-506(d),60,1,Brooklyn
Q1,2025,19-506(d),61,0,Brooklyn
Q1,2025,19-506(d),62,0,Brooklyn
Q1,2025,19-506(d),63,0,Brooklyn
Q1,2025,19-506(d),66,0,Brooklyn
Q1,2025,19-506(d),67,0,Brooklyn
Q1,2025,19-506(d),68,0,Brooklyn
Q1,2025,19-506(d),69,0,Brooklyn
Q1,2025,19-506(d),70,0,Brooklyn
Q1,2025,19-506(d),71,0,Brooklyn
Q1,2025,19-506(d),72,1,Brooklyn
Q1,2025,19-506(d),73,0,Brooklyn
Q1,2025,19-506(d),75,0,Brooklyn
Q1,2025,19-506(d),76,3,Brooklyn
Q1,2025,19-506(d),77,,Brooklyn
Q1,2025,19-506(d),78,0,Brooklyn
Q1,2025,19-506(d),79,0,Brooklyn
Q1,2025,19-506(d),81,0,Brooklyn
Q1,2025,19-506(d),83,0,Brooklyn
Q1,2025,19-506(d),84,1,Brooklyn
Q1,2025,19-506(d),88,0,Brooklyn
Q1,2025,19-506(d),90,0,Brooklyn
Q1,2025,19-506(d),94,1,Brooklyn
Q2,2025,19-506(b)(1),60,4,Brooklyn
Q2,2025,19-506(b)(1),61,0,Brooklyn
Q2,2025,19-506(b)(1),62,0,Brooklyn
Q2,2025,19-506(b)(1),63,6,Brooklyn
Q2,2025,19-506(b)(1),66,2,Brooklyn
Q2,2025,19-506(b)(1),67,0,Brooklyn
Q2,2025,19-506(b)(1),68,1,Brooklyn
Q2,2025,19-506(b)(1),69,0,Brooklyn
Q2,2025,19-506(b)(1),70,0,Brooklyn
Q2,2025,19-506(b)(1),71,0,Brooklyn
Q2,2025,19-506(b)(1),72,3,Brooklyn
Q2,2025,19-506(b)(1),73,0,Brooklyn
Q2,2025,19-506(b)(1),75,0,Brooklyn
Q2,2025,19-506(b)(1),76,82,Brooklyn
Q2,2025,19-506(b)(1),77,2,Brooklyn
Q2,2025,19-506(b)(1),78,0,Brooklyn
Q2,2025,19-506(b)(1),79,1,Brooklyn
Q2,2025,19-506(b)(1),81,0,Brooklyn
Q2,2025,19-506(b)(1),83,0,Brooklyn
Q2,2025,19-506(b)(1),84,0,Brooklyn
Q2,2025,19-506(b)(1),88,0,Brooklyn
Q2,2025,19-506(b)(1),90,1,Brooklyn
Q2,2025,19-506(b)(1),94,1,Brooklyn
Q2,2025,19-506(b)(2),60,0,Brooklyn
Q2,2025,19-506(b)(2),61,0,Brooklyn
Q2,2025,19-506(b)(2),62,0,Brooklyn
Q2,2025,19-506(b)(2),63,0,Brooklyn
Q2,2025,19-506(b)(2),66,0,Brooklyn
Q2,2025,19-506(b)(2),67,0,Brooklyn
Q2,2025,19-506(b)(2),68,0,Brooklyn
Q2,2025,19-506(b)(2),69,0,Brooklyn
Q2,2025,19-506(b)(2),70,0,Brooklyn
Q2,2025,19-506(b)(2),71,0,Brooklyn
Q2,2025,19-506(b)(2),72,0,Brooklyn
Q2,2025,19-506(b)(2),73,0,Brooklyn
Q2,2025,19-506(b)(2),75,0,Brooklyn
Q2,2025,19-506(b)(2),76,0,Brooklyn
Q2,2025,19-506(b)(2),77,0,Brooklyn
Q2,2025,19-506(b)(2),78,0,Brooklyn
Q2,2025,19-506(b)(2),79,0,Brooklyn
Q2,2025,19-506(b)(2),81,0,Brooklyn
Q2,2025,19-506(b)(2),83,0,Brooklyn
Q2,2025,19-506(b)(2),84,0,Brooklyn
Q2,2025,19-506(b)(2),88,0,Brooklyn
Q2,2025,19-506(b)(2),90,0,Brooklyn
Q2,2025,19-506(b)(2),94,0,Brooklyn
Q2,2025,19-506(c)(1),60,0,Brooklyn
Q2,2025,19-506(c)(1),61,0,Brooklyn
Q2,2025,19-506(c)(1),62,0,Brooklyn
Q2,2025,19-506(c)(1),63,0,Brooklyn
Q2,2025,19-506(c)(1),66,0,Brooklyn
Q2,2025,19-506(c)(1),67,0,Brooklyn
Q2,2025,19-506(c)(1),68,0,Brooklyn
Q2,2025,19-506(c)(1),69,0,Brooklyn
Q2,2025,19-506(c)(1),70,0,Brooklyn
Q2,2025,19-506(c)(1),71,0,Brooklyn
Q2,2025,19-506(c)(1),72,0,Brooklyn
Q2,2025,19-506(c)(1),73,0,Brooklyn
Q2,2025,19-506(c)(1),75,0,Brooklyn
Q2,2025,19-506(c)(1),76,0,Brooklyn
Q2,2025,19-506(c)(1),77,0,Brooklyn
Q2,2025,19-506(c)(1),78,0,Brooklyn
Q2,2025,19-506(c)(1),79,0,Brooklyn
Q2,2025,19-506(c)(1),81,0,Brooklyn
Q2,2025,19-506(c)(1),83,0,Brooklyn
Q2,2025,19-506(c)(1),84,0,Brooklyn
Q2,2025,19-506(c)(1),88,0,Brooklyn
Q2,2025,19-506(c)(1),90,0,Brooklyn
Q2,2025,19-506(c)(1),94,0,Brooklyn
Q2,2025,19-506(d),60,0,Brooklyn
Q2,2025,19-506(d),61,0,Brooklyn
Q2,2025,19-506(d),62,0,Brooklyn
Q2,2025,19-506(d),63,0,Brooklyn
Q2,2025,19-506(d),66,0,Brooklyn
Q2,2025,19-506(d),67,0,Brooklyn
Q2,2025,19-506(d),68,0,Brooklyn
Q2,2025,19-506(d),69,0,Brooklyn
Q2,2025,19-506(d),70,0,Brooklyn
Q2,2025,19-506(d),71,0,Brooklyn
Q2,2025,19-506(d),72,1,Brooklyn
Q2,2025,19-506(d),73,0,Brooklyn
Q2,2025,19-506(d),75,0,Brooklyn
Q2,2025,19-506(d),76,1,Brooklyn
Q2,2025,19-506(d),77,0,Brooklyn
Q2,2025,19-506(d),78,0,Brooklyn
Q2,2025,19-506(d),79,0,Brooklyn
Q2,2025,19-506(d),81,0,Brooklyn
Q2,2025,19-506(d),83,0,Brooklyn
Q2,2025,19-506(d),84,0,Brooklyn
Q2,2025,19-506(d),88,0,Brooklyn
Q2,2025,19-506(d),90,0,Brooklyn
Q2,2025,19-506(d),94,0,Brooklyn
Q3,2025,19-506(b)(1),60,15,Brooklyn
Q3,2025,19-506(b)(1),61,0,Brooklyn
Q3,2025,19-506(b)(1),62,0,Brooklyn
Q3,2025,19-506(b)(1),63,6,Brooklyn
Q3,2025,19-506(b)(1),66,0,Brooklyn
Q3,2025,19-506(b)(1),67,2,Brooklyn
Q3,2025,19-506(b)(1),68,0,Brooklyn
Q3,2025,19-506(b)(1),69,0,Brooklyn
Q3,2025,19-506(b)(1),70,3,Brooklyn
Q3,2025,19-506(b)(1),71,6,Brooklyn
Q3,2025,19-506(b)(1),72,0,Brooklyn
Q3,2025,19-506(b)(1),73,0,Brooklyn
Q3,2025,19-506(b)(1),75,1,Brooklyn
Q3,2025,19-506(b)(1),76,98,Brooklyn
Q3,2025,19-506(b)(1),77,0,Brooklyn
Q3,2025,19-506(b)(1),78,0,Brooklyn
Q3,2025,19-506(b)(1),79,3,Brooklyn
Q3,2025,19-506(b)(1),81,2,Brooklyn
Q3,2025,19-506(b)(1),83,3,Brooklyn
Q3,2025,19-506(b)(1),84,1,Brooklyn
Q3,2025,19-506(b)(1),88,0,Brooklyn
Q3,2025,19-506(b)(1),90,4,Brooklyn
Q3,2025,19-506(b)(1),94,2,Brooklyn
Q3,2025,19-506(b)(2),60,0,Brooklyn
Q3,2025,19-506(b)(2),61,0,Brooklyn
Q3,2025,19-506(b)(2),62,0,Brooklyn
Q3,2025,19-506(b)(2),63,0,Brooklyn
Q3,2025,19-506(b)(2),66,0,Brooklyn
Q3,2025,19-506(b)(2),67,0,Brooklyn
Q3,2025,19-506(b)(2),68,0,Brooklyn
Q3,2025,19-506(b)(2),69,0,Brooklyn
Q3,2025,19-506(b)(2),70,0,Brooklyn
Q3,2025,19-506(b)(2),71,0,Brooklyn
Q3,2025,19-506(b)(2),72,0,Brooklyn
Q3,2025,19-506(b)(2),73,0,Brooklyn
Q3,2025,19-506(b)(2),75,0,Brooklyn
Q3,2025,19-506(b)(2),76,0,Brooklyn
Q3,2025,19-506(b)(2),77,0,Brooklyn
Q3,2025,19-506(b)(2),78,0,Brooklyn
Q3,2025,19-506(b)(2),79,0,Brooklyn
Q3,2025,19-506(b)(2),81,0,Brooklyn
Q3,2025,19-506(b)(2),83,0,Brooklyn
Q3,2025,19-506(b)(2),84,0,Brooklyn
Q3,2025,19-506(b)(2),88,0,Brooklyn
Q3,2025,19-506(b)(2),90,0,Brooklyn
Q3,2025,19-506(b)(2),94,0,Brooklyn
Q3,2025,19-506(c)(1),60,0,Brooklyn
Q3,2025,19-506(c)(1),61,0,Brooklyn
Q3,2025,19-506(c)(1),62,0,Brooklyn
Q3,2025,19-506(c)(1),63,0,Brooklyn
Q3,2025,19-506(c)(1),66,0,Brooklyn
Q3,2025,19-506(c)(1),67,0,Brooklyn
Q3,2025,19-506(c)(1),68,0,Brooklyn
Q3,2025,19-506(c)(1),69,0,Brooklyn
Q3,2025,19-506(c)(1),70,0,Brooklyn
Q3,2025,19-506(c)(1),71,0,Brooklyn
Q3,2025,19-506(c)(1),72,0,Brooklyn
Q3,2025,19-506(c)(1),73,0,Brooklyn
Q3,2025,19-506(c)(1),75,0,Brooklyn
Q3,2025,19-506(c)(1),76,2,Brooklyn
Q3,2025,19-506(c)(1),77,0,Brooklyn
Q3,2025,19-506(c)(1),78,0,Brooklyn
Q3,2025,19-506(c)(1),79,0,Brooklyn
Q3,2025,19-506(c)(1),81,0,Brooklyn
Q3,2025,19-506(c)(1),83,0,Brooklyn
Q3,2025,19-506(c)(1),84,0,Brooklyn
Q3,2025,19-506(c)(1),88,0,Brooklyn
Q3,2025,19-506(c)(1),90,0,Brooklyn
Q3,2025,19-506(c)(1),94,0,Brooklyn
Q3,2025,19-506(d),60,0,Brooklyn
Q3,2025,19-506(d),61,0,Brooklyn
Q3,2025,19-506(d),62,0,Brooklyn
Q3,2025,19-506(d),63,0,Brooklyn
Q3,2025,19-506(d),66,0,Brooklyn
Q3,2025,19-506(d),67,0,Brooklyn
Q3,2025,19-506(d),68,0,Brooklyn
Q3,2025,19-506(d),69,0,Brooklyn
Q3,2025,19-506(d),70,0,Brooklyn
Q3,2025,19-506(d),71,0,Brooklyn
Q3,2025,19-506(d),72,0,Brooklyn
Q3,2025,19-506(d),73,0,Brooklyn
Q3,2025,19-506(d),75,0,Brooklyn
Q3,2025,19-506(d),76,1,Brooklyn
Q3,2025,19-506(d),77,0,Brooklyn
Q3,2025,19-506(d),78,0,Brooklyn
Q3,2025,19-506(d),79,0,Brooklyn
Q3,2025,19-506(d),81,0,Brooklyn
Q3,2025,19-506(d),83,1,Brooklyn
Q3,2025,19-506(d),84,0,Brooklyn
Q3,2025,19-506(d),88,0,Brooklyn
Q3,2025,19-506(d),90,1,Brooklyn
Q3,2025,19-506(d),94,0,Brooklyn
Q1,2025,19-506(b)(1),120,0,Staten Island
Q1,2025,19-506(b)(1),121,0,Staten Island
Q1,2025,19-506(b)(1),122,0,Staten Island
Q1,2025,19-506(b)(1),123,0,Staten Island
Q2,2025,19-506(b)(2),120,0,Staten Island
Q2,2025,19-506(b)(2),121,0,Staten Island
Q2,2025,19-506(b)(2),122,0,Staten Island
Q2,2025,19-506(b)(2),123,0,Staten Island
Q3,2025,19-506(c)(1),120,4,Staten Island
Q3,2025,19-506(c)(1),121,0,Staten Island
Q3,2025,19-506(c)(1),122,0,Staten Island
Q3,2025,19-506(c)(1),123,0,Staten Island
Q4,2025,19-506(d),120,0,Staten Island
Q4,2025,19-506(d),121,0,Staten Island
Q4,2025,19-506(d),122,1,Staten Island
Q4,2025,19-506(d),123,0,Staten Island
Q1,2025,19-506(b)(1),40,20,Bronx
Q1,2025,19-506(b)(1),41,0,Bronx
Q1,2025,19-506(b)(1),42,0,Bronx
Q1,2025,19-506(b)(1),43,2,Bronx
Q1,2025,19-506(b)(1),44,10,Bronx
Q1,2025,19-506(b)(1),45,1,Bronx
Q1,2025,19-506(b)(1),46,1,Bronx
Q1,2025,19-506(b)(1),47,15,Bronx
Q1,2025,19-506(b)(1),48,2,Bronx
Q1,2025,19-506(b)(1),49,1,Bronx
Q1,2025,19-506(b)(1),50,0,Bronx
Q1,2025,19-506(b)(1),52,0,Bronx
Q2,2025,19-506(b)(2),40,23,Bronx
Q2,2025,19-506(b)(2),41,0,Bronx
Q2,2025,19-506(b)(2),42,1,Bronx
Q2,2025,19-506(b)(2),43,2,Bronx
Q2,2025,19-506(b)(2),44,5,Bronx
Q2,2025,19-506(b)(2),45,5,Bronx
Q2,2025,19-506(b)(2),46,0,Bronx
Q2,2025,19-506(b)(2),47,3,Bronx
Q2,2025,19-506(b)(2),48,0,Bronx
Q2,2025,19-506(b)(2),49,0,Bronx
Q2,2025,19-506(b)(2),50,2,Bronx
Q2,2025,19-506(b)(2),52,2,Bronx
Q3,2025,19-506(c)(1),40,8,Bronx
Q3,2025,19-506(c)(1),41,0,Bronx
Q3,2025,19-506(c)(1),42,0,Bronx
Q3,2025,19-506(c)(1),43,0,Bronx
Q3,2025,19-506(c)(1),44,19,Bronx
Q3,2025,19-506(c)(1),45,5,Bronx
Q3,2025,19-506(c)(1),46,0,Bronx
Q3,2025,19-506(c)(1),47,0,Bronx
Q3,2025,19-506(c)(1),48,0,Bronx
Q3,2025,19-506(c)(1),49,0,Bronx
Q3,2025,19-506(c)(1),50,0,Bronx
Q3,2025,19-506(c)(1),52,0,Bronx
Q4,2025,19-506(d),40,0,Bronx
Q4,2025,19-506(d),41,0,Bronx
Q4,2025,19-506(d),42,0,Bronx
Q4,2025,19-506(d),43,0,Bronx
Q4,2025,19-506(d),44,1,Bronx
Q4,2025,19-506(d),45,1,Bronx
Q4,2025,19-506(d),46,0,Bronx
Q4,2025,19-506(d),47,0,Bronx
Q4,2025,19-506(d),48,0,Bronx
Q4,2025,19-506(d),49,0,Bronx
Q4,2025,19-506(d),50,1,Bronx
Q4,2025,19-506(d),52,0,Bronx
